code,name,Security Group,Open,High,Low,LTP,No. of Shares Traded ,Total Turnover in Lac,No. of Trades ,
503100,PHOENIXLTD,A,1355.45,1426.50,1355.45,1403.40,7219,101.00,1282,
512493,GARNETINT,X,62.69,63.00,57.23,61.99,162792,101.00,62,
513023,NAVA,A,232.65,234.80,231.15,234.55,43522,101.00,1133,
532868,DLF,A,351.20,357.25,351.20,354.20,28718,101.00,1371,
500877,APOLLOTYRE,A,315.85,317.35,312.00,316.70,31754,100.00,664,
532800,TV18BRDCST,A,31.85,32.40,31.65,32.10,312676,100.00,2712,
532930,BGRENERGY,B,47.20,57.78,47.20,55.36,181520,100.00,3530,
533122,RTNPOWER,A,3.37,3.57,3.36,3.48,2879888,100.00,1429,
539957,MGL,A,894.90,903.35,892.00,901.60,11136,100.00,1162,
543261,BIRET,IF,266.70,270.00,264.00,265.25,37960,100.00,817,
543227,HAPPSTMNDS,A,852.25,869.30,849.15,859.55,11674,100.00,946,
532784,SOBHA,A,579.00,585.40,558.05,560.00,17539,99.75,2011,
542812,FLUOROCHEM,A,3144.05,3212.00,3144.05,3200.00,3082,98.31,685,
541019,HGINFRA,A,713.45,736.75,701.65,728.20,13650,98.27,1045,
531209,NUCLEUS,B,562.15,590.70,562.15,565.95,16708,97.62,898,
505710,GRAUWEIL,B,95.51,104.30,95.51,102.75,95845,97.53,1306,
532497,RADICO,A,1159.95,1196.75,1155.50,1183.95,8262,97.22,799,
532181,GMDCLTD,A,131.90,139.10,131.90,137.85,70946,97.13,1361,
522215,HLEGLAS,A,526.95,527.00,511.50,522.45,18626,97.10,3766,
517354,HAVELLS,A,1198.00,1216.80,1193.50,1212.85,8012,97.01,1013,
500084,CESC,A,69.11,70.00,69.11,69.50,138349,96.53,1741,
542772,360ONE,A,1736.00,1777.00,1700.00,1761.35,5432,94.52,1086,
500290,MRF,A,85499.95,86360.00,84754.40,86360.00,110,94.03,89,
524648,INDOAMIN,B,91.00,97.32,81.15,96.46,101047,93.58,2057,
543220,MAXHEALTH,A,429.95,434.40,426.70,430.20,21498,92.60,1245,
532612,INDOCO,B,358.80,362.00,350.00,360.25,25882,92.22,1538,
522101,KLBRENG-B,XT,94.00,95.00,92.60,94.67,97472,91.93,188,
532514,IGL,B,439.50,441.25,434.75,436.10,21007,91.89,949,
532430,BFUTILITIE,B,333.70,346.05,333.50,343.20,26663,91.28,1030,
590103,NIFTYBEES,B,190.75,191.12,190.20,191.12,47393,90.44,1027,
514360,KRRAIL,XT,212.80,235.10,212.80,235.10,42089,90.40,412,
538970,WARDINMOBI,A,53.15,55.25,53.00,54.64,167115,90.25,1205,
532960,DHANI,A,30.50,32.75,30.50,31.88,282896,89.97,1881,
513353,COCHINM,X,244.20,264.00,244.20,254.05,34612,89.48,513,
527001,ASHAPURMIN,B,103.65,108.90,103.65,108.65,83311,89.40,1009,
500048,BEML,A,1232.45,1234.15,1206.20,1221.50,7326,89.39,1392,
532777,NAUKRI,A,3480.65,3535.30,3480.65,3528.00,2546,89.31,571,
500878,CEATLTD,A,1380.85,1426.55,1373.70,1418.15,6340,89.16,1283,
500124,DRREDDY,A,4331.45,4346.80,4298.40,4343.85,2063,89.08,662,
511243,CHOLAFIN,A,751.10,771.65,751.10,767.00,11514,88.35,1151,
500043,BATAINDIA,A,1410.00,1420.60,1406.90,1417.60,6240,88.27,1036,
540767,NAM-INDIA,A,223.00,226.80,221.85,224.25,39256,88.02,1260,
532720,M&MFIN,A,251.00,257.00,251.00,254.95,33626,85.79,956,
522074,ELGIEQUIP,A,458.60,479.30,457.60,474.50,18206,85.74,804,
539506,ADCON,X,1.75,1.93,1.75,1.75,4675863,85.17,1272,
539402,VAL,B,23.35,24.50,23.18,23.50,361234,84.38,196,
500227,JINDALPOLY,A,604.25,604.25,585.20,589.55,14120,83.84,1519,
532926,JYOTHYLAB,A,189.95,196.15,188.05,192.30,43800,83.78,1264,
512237,JAICORPLTD,A,118.55,124.50,118.35,122.10,68339,83.68,1838,
543687,DHARMAJ,B,164.00,171.55,164.00,168.75,49832,83.61,1553,
500411,THERMAX,A,2145.95,2164.50,2104.20,2158.25,3896,83.60,871,
532296,GLENMARK,A,427.00,430.00,423.00,429.00,19475,83.23,978,
542216,DALBHARAT,A,1842.50,1869.95,1829.70,1864.25,4498,82.94,848,
526612,BLUEDART,A,6198.25,6310.00,6180.15,6310.00,1325,82.76,133,
500300,GRASIM,A,1572.55,1597.00,1572.50,1592.10,5195,82.19,848,
500550,SIEMENS,A,3246.25,3257.60,3231.85,3238.90,2496,80.99,519,
507880,VIPIND,A,639.95,641.35,625.75,641.15,12747,80.78,1339,
532143,SKMEGGPROD,B,143.95,150.25,143.95,150.25,53567,80.38,552,
543667,INOXGREEN,B,42.25,43.03,41.45,42.73,186341,79.50,1164,
540133,ICICIPRULI,A,411.55,411.55,400.70,407.80,19230,77.84,792,
526987,URJAGLOBA,B,8.17,8.75,8.17,8.50,911538,77.69,2071,
540293,PRICOLLTD,A,188.00,194.70,188.00,192.05,40312,77.69,968,
532022,FILATFASH,X,16.75,17.54,16.75,17.45,448697,77.66,644,
543411,HITECH,B,799.05,846.95,788.85,830.65,9340,77.40,672,
541601,RAJNISH,B,18.90,19.38,18.50,18.75,408042,77.29,745,
543258,INDIGOPNTS,A,998.10,1009.75,995.45,1001.00,7708,77.19,1529,
526981,SHBAJRG,X,182.50,213.95,179.95,203.85,38141,76.72,522,
540565,INDIGRID,IF,131.10,131.90,130.40,130.40,58543,76.40,656,
531642,MARICO,A,492.35,499.00,492.05,495.30,15353,76.10,1220,
517271,HBLPOWER,A,99.11,102.20,99.11,101.20,75114,75.89,881,
539017,STARHFL,X,48.50,50.40,48.13,48.50,153077,75.63,356,
543426,METROBRAND,A,804.55,820.30,798.00,814.20,9314,75.16,1159,
539006,PTCIL,A,2321.00,2515.00,2321.00,2514.65,3029,74.60,368,
539083,INOXWIND,B,101.60,104.10,100.90,103.90,72768,74.51,1078,
540205,AVL,B,1440.00,1505.00,1425.00,1500.05,5024,74.20,381,
532790,TANLA,A,666.55,674.00,661.05,664.70,11105,74.13,833,
541967,SKYGOLD,B,322.55,336.10,317.45,324.30,22219,73.32,3338,
533398,MUTHOOTFIN,A,970.40,980.10,960.00,960.40,7563,73.26,1064,
540716,ICICIGI,A,1134.70,1134.70,1091.55,1101.00,6635,72.76,570,
502219,BORORENEW,A,463.10,479.85,463.10,475.40,15240,72.47,785,
500690,GSFC,A,125.15,128.30,125.15,127.90,56734,72.16,1046,
507794,KHAICHEM,B,58.50,64.05,57.30,59.80,118613,71.88,1118,
542803,VEL,X,17.50,18.00,17.50,17.89,400577,71.74,52,
524742,CAPPL,A,656.60,663.70,654.25,659.65,10838,71.31,1961,
540073,BLS,A,155.30,164.30,154.45,160.75,44434,71.21,1252,
522113,TIMKEN,A,2996.65,3032.00,2924.00,2927.00,2400,71.17,664,
532734,GPIL,A,345.00,362.00,345.00,360.45,20100,71.14,933,
542655,VIKASLIFE,B,3.75,3.89,3.75,3.85,1853353,71.13,792,
531862,BHARATAGRI,X,1138.95,1138.95,1100.50,1108.95,6340,70.89,155,
500790,NESTLEIND,A,18769.95,18795.20,18595.80,18708.60,376,70.33,211,
501455,GREAVESCOT,A,127.95,130.00,127.85,127.90,54512,70.31,1422,
506395,COROMANDEL,A,894.80,911.50,892.65,910.60,7733,70.12,743,
533162,HATHWAY,A,15.10,15.56,15.00,15.41,454892,69.70,697,
532768,FIEMIND,B,1551.35,1615.85,1531.00,1598.95,4424,69.31,660,
532443,CERA,A,6599.90,6622.25,6460.25,6593.10,1049,69.01,456,
532966,TWL,B,204.65,223.55,204.65,211.70,31812,68.94,1675,
509930,SUPREMEIND,A,2757.55,2780.00,2725.75,2750.00,2501,68.79,1282,
505283,KIRLPNU,A,597.90,603.95,590.10,594.50,11490,68.65,391,
532644,JKCEMENT,A,2775.40,2836.60,2756.10,2827.05,2443,68.59,531,
533155,JUBLFOOD,A,440.00,444.10,437.20,443.30,15473,68.29,1280,
532513,TVSELECT,B,324.50,333.05,323.05,325.40,20636,68.07,1020,
543265,RAILTEL,A,108.10,110.95,108.10,109.45,61944,67.79,624,
539542,LUXIND,B,1278.10,1329.90,1272.00,1310.30,5154,67.37,1117,
500223,JCTLTD,X,2.29,2.50,2.23,2.31,2912401,67.22,1234,
543332,MFL,A,1012.70,1044.15,1012.70,1033.45,6499,66.69,1115,
541152,GOYALALUM,B,277.50,277.50,271.35,274.35,24130,66.16,287,
533400,FCONSUMER,B,0.81,0.89,0.81,0.89,7797989,66.12,1618,
543663,FIVESTAR,B,532.75,548.75,532.75,548.00,12208,66.07,1927,
590030,SPIC,B,57.75,60.40,57.75,59.56,110828,66.01,1206,
541578,VARROC,A,250.00,252.70,245.80,249.90,26572,65.89,699,
543333,CARTRADE,A,470.35,479.00,467.50,468.40,13861,65.71,949,
533269,WABAG,B,309.85,316.50,309.85,313.90,20866,65.38,800,
590003,KARURVYSYA,B,100.25,102.50,100.25,101.15,64475,65.37,887,
511218,SHRIRAMFIN,A,1204.25,1230.30,1204.25,1218.10,5327,65.04,698,
543713,DRONACHRYA,M,151.55,157.40,151.00,157.40,42000,64.74,20,
512519,DONEAR,B,77.95,92.30,77.95,92.29,74128,64.67,1189,
500038,BALRAMCHIN*,A,355.35,361.70,355.35,359.95,17940,64.50,693,
543245,GLAND,A,1315.05,1324.00,1297.45,1298.25,4929,64.47,463,
530655,GOODLUCK,B,414.30,428.00,414.30,418.40,15308,64.30,1562,
532475,APTECHT,B,327.30,336.35,327.15,334.85,19292,63.83,704,
526650,TFCILTD,B,68.65,70.80,68.60,70.36,90550,63.72,795,
540956,BHATIA,B,20.10,21.57,19.85,21.57,296007,63.55,608,
516030,YASHPAKKA,X,100.00,101.90,99.00,99.45,63695,63.49,563,
540678,COCHINSHIP,A,451.65,465.80,451.65,463.70,13762,63.43,727,
500404,SUNFLAG,B,130.70,134.75,130.00,131.20,47558,62.94,851,
505255,GMM,A,1599.75,1625.55,1594.10,1611.95,3903,62.71,564,
590106,BANKBEES,B,408.90,412.20,408.90,411.22,15168,62.26,400,
512529,SEQUENT,A,62.35,63.50,62.00,62.55,97759,61.64,1475,
526521,SANGHIIND,B,57.10,61.50,57.10,59.65,104203,61.62,1330,
500101,ARVIND,A,82.20,84.00,82.10,82.25,73807,61.27,663,
523704,MASTEK,A,1652.00,1679.20,1645.55,1648.90,3673,61.10,650,
543280,NAZARA,A,520.85,535.00,520.85,528.15,11518,61.05,1022,
500490,BAJAJHLDNG,A,6260.10,6371.95,6245.10,6290.00,962,60.77,566,
590051,SAKSOFT,B,141.35,146.50,141.35,144.40,41759,60.62,1252,
500163,GODFRYPHLP,A,1818.95,1818.95,1751.25,1804.70,3379,60.42,468,
506685,ULTRAMAR,B,341.00,347.55,332.90,337.55,17574,60.06,590,
532783,DAAWAT,A,97.20,99.46,97.20,98.54,60792,59.82,1028,
543336,CHEMPLASTS,A,389.50,393.95,387.40,388.00,15294,59.66,734,
543367,PARAS,A,469.95,472.65,462.00,470.95,12716,59.59,1012,
532515,TVTODAY,B,208.25,209.25,204.40,208.50,28639,59.59,607,
532329,DANLAW,X,416.85,418.45,386.50,393.95,15099,59.46,561,
532872,SPARC,A,190.85,195.25,189.50,193.70,30819,59.20,771,
500870,CASTROLIND,A,115.25,116.60,113.80,115.40,51261,58.87,944,
542725,SBC,B,15.96,16.24,15.20,15.20,367080,58.53,308,
533263,GREENPOWER,B,8.65,9.24,8.65,9.05,647418,58.49,891,
500120,DIAMINESQ,X,395.10,402.80,395.00,395.20,14711,58.36,109,
504959,STOVACQ,X,2105.00,2198.00,2090.00,2124.90,2726,57.68,208,
543523,CAMPUS,B,406.00,412.90,405.40,411.35,14001,57.31,629,
543253,BECTORFOOD,B,504.10,519.45,501.95,516.25,11027,56.63,731,
532374,STLTECH,A,158.50,161.25,155.90,159.55,35416,56.39,996,
532527,RKFORGE,A,261.05,264.25,259.00,262.45,21461,56.15,813,
539597,JSLHISAR,A,425.00,507.10,411.00,504.65,11239,56.07,951,
500840,EIHOTEL,A,158.95,164.65,157.50,160.80,34316,55.59,909,
500125,EIDPARRY,A,495.00,512.20,495.00,510.50,10939,55.42,583,
540755,GICRE,A,143.15,145.15,142.30,143.55,38315,54.88,774,
532432,UNITDSPR,A,737.70,746.15,737.70,739.45,7377,54.63,614,
508486,HAWKINCOOK,A,5955.25,6120.00,5857.15,6100.00,900,54.60,108,
539118,VRLLOG,A,547.05,558.50,540.90,554.75,9813,54.46,297,
500336,SURYAROSNI,A,667.80,687.75,659.20,665.45,8044,54.18,630,
543591,DREAMFOLKS,B,436.05,441.95,432.95,436.50,12415,54.18,1037,
500674,SANOFI,A,5899.00,5899.00,5712.40,5807.85,937,54.16,358,
537007,ICICINIFTY,B,188.72,190.15,188.72,190.05,28463,54.02,292,
530307,CHAMANSEQ,B,151.20,160.95,151.20,158.30,34233,53.77,923,
543318,CLEAN,A,1373.05,1398.00,1373.05,1389.55,3863,53.64,656,
524404,MARKSANS,A,67.06,68.75,67.06,68.24,78882,53.63,471,
543530,PARADEEP,B,54.71,55.80,54.71,55.17,97191,53.62,974,
532180,DHANBANK,B,15.70,17.15,15.55,16.52,325014,53.57,1432,
531178,HEMANG,X,58.11,58.11,52.59,53.09,95345,53.23,818,
502355,BALKRISIND,A,2049.95,2053.00,2012.20,2051.70,2614,53.22,573,
543720,KFINTECH,B,292.15,298.00,291.75,295.50,18059,53.11,858,
539516,HDFCNIFETF,B,188.90,189.01,187.60,188.70,28161,52.91,554,
542285,AXITA,B,51.50,55.75,51.50,52.97,98345,52.89,1152,
532522,PETRONET,A,220.10,223.90,220.10,221.75,23724,52.76,854,
524164,IOLCP,A,283.45,293.35,283.45,291.50,18235,52.72,910,
543213,ROSSARI,A,621.95,627.55,611.00,619.35,8511,52.70,1377,
539226,RUDRA,B,95.40,97.50,90.55,95.00,55677,52.58,550,
532395,AXISCADES,B,298.00,308.65,297.95,302.55,17329,52.48,2315,
543417,RATEGAIN,A,348.10,356.00,347.65,353.00,14916,52.44,901,
534597,RTNINDIA,A,38.50,39.43,38.50,38.87,134088,52.35,1398,
500126,PGHL,A,4682.60,4838.00,4667.60,4811.95,1080,51.92,278,
511658,NETTLINX,XT,272.00,272.00,250.35,255.80,20464,51.44,226,
543271,JUBLINGREA,A,449.80,455.10,447.00,447.80,11363,51.40,674,
539524,LALPATHLAB,A,2010.30,2010.30,1964.20,1977.25,2591,51.28,556,
505714,GABRIEL,B,152.00,156.80,151.60,156.80,33274,51.23,682,
539730,FREDUN,X,855.00,860.00,808.00,860.00,6166,51.23,267,
532735,RSYSTEMINT,B,249.15,251.90,249.15,250.05,20426,51.06,53,
531543,JINDWORLD,A,301.55,329.10,301.55,322.00,15884,51.02,1003,
514448,JYOTIRES,T,1295.00,1298.00,1278.10,1281.00,3966,50.92,403,
500052,BEPL,A,103.35,105.45,103.00,103.85,48619,50.85,694,
540222,LAURUSLABS,A,313.05,316.80,313.05,315.05,16062,50.63,558,
533095,BENGALASM,A,3420.00,3767.85,3420.00,3730.00,1371,50.62,149,
534804,CARERATING,B,659.85,659.85,644.20,649.70,7754,50.57,678,
543769,INDONG,MT,17.01,18.79,17.01,18.79,288000,50.23,64,
543401,GOCOLORS,A,910.10,935.65,896.35,925.00,5437,49.86,1205,
523457,LINDEINDIA,A,3680.05,3759.60,3680.05,3737.00,1338,49.85,379,
534758,CIGNITI,B,710.00,725.35,702.00,723.70,6923,49.40,501,
523694,APCOTEXIND,A,416.15,456.80,416.15,444.30,11170,49.31,1449,
524051,POLYPLEX,A,1351.70,1384.30,1351.70,1365.10,3603,49.27,576,
530677,SUPREME,X,81.02,96.55,81.02,95.95,53997,49.07,166,
532605,JBMA,A,570.70,575.00,560.05,565.45,8650,48.99,508,
543711,SULA,B,346.05,361.25,346.05,357.60,13695,48.96,620,
506655,SUDARSCHEM,A,370.70,379.00,370.70,377.50,12983,48.89,793,
531795,ATULAUTO,B,340.00,358.00,340.00,355.35,13790,48.65,586,
531109,ISHANCH,X,56.90,57.89,55.70,56.70,84610,48.29,79,
541556,RITES,A,325.10,336.00,325.10,334.35,14458,48.16,663,
543626,EMIL,B,70.01,70.73,69.50,69.70,68558,48.00,813,
526899,HFIL,X,22.45,22.50,20.80,21.50,223470,47.96,556,
532827,PAGEIND,A,38199.90,38582.80,38017.80,38165.00,125,47.80,91,
543412,STARHEALTH,A,563.05,579.30,563.00,564.40,8389,47.78,656,
532407,MOSCHIP,X,58.50,59.60,58.00,58.60,81338,47.62,487,
507944,BAJAJST,X,1000.00,1024.00,990.05,1005.20,4649,47.19,262,
540809,MRCAGRO,B,59.00,59.00,56.85,58.00,80986,46.97,175,
500420,TORNTPHARM,A,1459.95,1473.15,1446.15,1469.75,3211,46.90,1005,
500249,KSB,A,1934.75,1966.95,1914.70,1931.00,2422,46.83,416,
500020,BOMDYEING,B,66.00,67.39,65.88,67.05,69930,46.80,620,
539199,SGFIN,XT,477.80,478.00,460.00,468.00,9990,46.80,104,
524816,NATCOPHARM,A,548.25,548.25,537.35,540.55,8629,46.56,836,
543317,GRINFRA,A,1031.95,1055.00,1020.10,1024.55,4517,46.55,728,
533193,KECL,B,66.30,70.90,66.30,69.50,67222,46.54,778,
537800,MANGIND,X,2.10,2.31,2.07,2.25,2082470,46.11,1116,
530813,KRBL,A,332.05,343.80,332.05,342.55,13634,46.04,657,
532856,TIMETECHNO,A,81.36,84.38,81.36,83.60,55551,45.98,704,
533271,ASHOKA,A,75.49,75.76,74.41,74.47,61344,45.97,907,
543270,MTARTECH,A,1710.00,1728.70,1700.00,1725.00,2680,45.96,516,
500444,WSTCSTPAPR,A,472.25,489.00,472.25,488.75,9461,45.71,426,
530007,JKTYRE,A,147.20,149.75,146.05,149.40,30581,45.44,859,
513377,MMTC,A,30.55,31.75,30.55,31.66,144190,45.22,1617,
543217,MINDSPACE,IF,293.01,305.50,293.00,300.27,14917,44.86,866,
517522,RAJGLOWIR,A,720.05,738.15,716.40,725.80,6125,44.73,1077,
532628,3IINFOTECH,B,32.05,33.95,32.05,33.31,133653,44.67,1735,
541167,YASHO,A,1373.95,1382.90,1350.05,1360.45,3262,44.58,651,
500268,MANALIPETC,A,67.01,68.52,67.01,68.08,65468,44.43,534,
540061,BIGBLOC,B,140.35,141.55,135.70,137.30,31956,43.96,496,
532944,ONMOBILE,A,67.01,69.69,67.01,69.17,63559,43.95,447,
532683,AIAENG,A,2654.25,2713.95,2654.25,2706.95,1624,43.79,516,
533090,EXCEL,B,0.39,0.42,0.39,0.42,10476515,43.22,544,
500483,TATACOMM,A,1190.05,1216.50,1190.05,1204.50,3560,43.07,422,
540124,GNA,B,901.10,914.50,896.45,906.60,4757,43.05,454,
500257,LUPIN,A,650.05,661.15,650.05,660.20,6545,42.89,619,
500250,LGBBROSLTD,A,680.00,698.80,673.00,685.10,6297,42.80,902,
501425,BBTC,A,905.00,905.15,878.60,880.25,4767,42.72,1228,
543539,MODIS,M,157.50,158.00,156.50,156.50,27200,42.72,9,
526586,WIMPLAST,X,410.00,414.00,400.00,400.00,10646,42.66,74,
532531,STAR,A,297.00,301.15,296.15,296.70,14145,42.30,817,
539041,SVPHOUSING,M,41.23,44.72,41.23,44.65,100000,42.26,16,
532493,ASTRAMICRO,A,260.00,266.15,260.00,265.30,15889,41.78,939,
543260,STOVEKRAFT,A,409.00,422.10,409.00,421.50,9940,41.47,362,
500414,TIMEX,X,130.00,133.50,125.20,133.50,32005,41.43,169,
543228,ROUTE,A,1338.75,1365.00,1338.75,1345.60,3049,41.32,374,
532889,KPRMILL,A,575.00,591.55,575.00,585.80,7046,41.24,456,
533156,VASCONEQ,B,29.00,30.35,29.00,30.21,136953,41.23,857,
513228,PENIND,B,71.81,76.00,71.81,75.37,54572,40.93,1339,
500243,KIRLOSIND,B,2252.75,2290.55,2233.65,2270.00,1818,40.88,249,
540266,GLCL,Z,45.10,45.10,41.99,44.36,95230,40.85,93,
532928,TRIL,B,60.00,61.12,59.50,60.50,67380,40.61,657,
509051,INDINFO,X,1.40,1.42,1.36,1.39,2872219,39.99,2226,
507598,KLRFM,X,103.05,112.10,103.00,110.30,37312,39.74,367,
535276,SBISENSEX,A,632.02,636.98,632.02,636.57,6246,39.69,213,
532899,KSCL,A,515.75,545.00,515.75,539.65,7351,39.29,730,
543715,IEL,B,9.10,9.43,8.65,8.65,447306,39.19,656,
509496,ITDCEM,B,98.80,100.51,97.80,99.50,39289,39.16,562,
590024,FACT,B,237.35,242.80,231.00,232.45,16570,38.96,879,
500027,ATUL,A,7050.10,7164.25,7039.60,7087.70,547,38.85,244,
532666,FCSSOFT,B,2.33,2.50,2.33,2.49,1574259,38.79,975,
540725,SHAREINDIA,A,1073.00,1073.00,1044.80,1070.05,3647,38.79,309,
533229,BAJAJCON*,A,160.35,163.35,157.05,158.50,24229,38.74,632,
543291,MAFANG,B,44.90,45.47,44.79,45.32,85674,38.59,465,
542753,SEACOAST,X,3.01,3.13,2.93,3.04,1274325,38.51,5040,
512179,SUNTECK,A,301.85,309.70,300.30,305.20,12581,38.45,796,
543433,HPAL,B,311.00,320.50,311.00,317.80,12211,38.40,303,
532406,AVANTEL,X,391.95,410.00,390.00,400.15,9526,38.30,341,
538446,MONEYBOXX,B,150.95,155.00,150.00,150.00,25327,38.30,70,
505355,NESCO,A,527.95,532.00,514.60,522.50,7270,38.23,721,
539889,PARAGMILK,B,78.85,80.50,78.00,78.56,48002,38.05,881,
542460,ANUP,B,1180.00,1180.80,1106.15,1109.00,3332,38.04,702,
542752,AFFLE,A,1023.95,1025.95,1013.05,1020.00,3727,37.95,545,
542665,NEOGEN,A,1257.20,1324.35,1257.20,1308.95,2908,37.94,529,
539268,SYNGENE,A,584.95,592.80,579.90,590.05,6417,37.72,675,
509631,HEG,A,955.60,984.55,955.60,966.80,3858,37.56,508,
533023,ZFCVINDIA,A,10606.80,10659.75,10475.45,10502.05,355,37.56,170,
531335,ZYDUSWELL,A,1459.95,1466.00,1435.65,1452.40,2593,37.55,265,
524226,GAEL,A,224.20,234.70,224.20,232.75,16317,37.53,626,
533295,PSB,B,26.00,26.75,25.69,26.46,141662,37.26,823,
540902,AMBER,A,1904.95,1904.95,1890.00,1900.00,1963,37.24,377,
542650,METROPOLIS,A,1305.05,1337.95,1302.40,1337.15,2820,37.15,482,
541179,ISEC,A,461.10,471.85,461.10,470.90,7835,36.68,696,
500147,COCKERILL,X,1430.00,1498.80,1430.00,1445.00,2505,36.55,68,
500460,MUKANDLTD,B,123.00,133.30,122.45,130.55,28445,36.48,819,
539523,ALKEM,A,3125.40,3201.20,3125.00,3131.75,1151,36.42,466,
505729,SINGER,X,65.15,67.40,63.90,65.50,54889,36.31,346,
532915,RELIGARE,A,153.40,155.10,152.25,154.70,23569,36.27,358,
532983,RPGLIFE,B,861.95,887.00,850.45,850.85,4136,35.87,472,
500355,RALLIS,A,196.70,199.05,196.25,197.70,18134,35.86,538,
532754,GMRINFRA,A,37.90,38.37,37.90,38.26,93348,35.69,480,
519600,CCL,A,535.15,566.00,535.15,563.80,6333,35.54,497,
513375,CARBORUNIV,A,979.40,983.00,972.45,972.85,3636,35.47,389,
500110,CHENNPETRO,A,225.95,232.60,224.80,232.15,15492,35.41,621,
511196,CANFINHOME,A,574.05,578.75,572.90,574.95,6143,35.33,475,
532935,ARIES,B,157.20,166.15,157.20,162.70,21941,35.29,639,
543689,UNIPARTS,B,559.00,571.50,558.05,564.65,6255,35.29,712,
500111,RELCAPITAL,T,8.08,8.67,7.85,8.67,425161,35.25,981,
506854,TANFACIND,X,974.95,974.95,927.00,936.80,3752,35.08,335,
531357,MERMETL,X,15.00,15.80,14.30,15.80,236702,35.07,598,
524348,AARTIDRUGS,A,363.10,369.00,363.10,365.85,9517,34.93,656,
532942,KNRCON,A,254.05,261.00,252.05,258.50,13587,34.84,472,
520057,JTEKTINDIA,B,106.95,112.10,105.80,109.40,31713,34.80,678,
543283,BARBEQUE,A,722.75,731.80,710.70,714.70,4834,34.80,608,
543434,SUPRIYA,A,199.55,202.75,195.45,199.30,17351,34.75,674,
532178,ENGINERSIN,A,70.60,73.20,70.60,72.74,47775,34.69,618,
533273,OBEROIRLTY,A,850.05,871.20,850.05,865.10,4007,34.57,431,
543276,CRAFTSMAN,A,3252.75,3379.65,3252.75,3302.80,1042,34.51,306,
500260,RAMCOCEM,A,715.75,728.75,711.05,728.00,4776,34.44,480,
519156,VADILALIND,B,2505.00,2585.00,2496.50,2577.20,1356,34.43,241,
543279,SURYODAY,B,99.15,101.30,99.10,100.16,34193,34.38,370,
533286,MOIL,A,152.90,153.95,149.65,151.50,22693,34.32,582,
543517,HARIOMPIPE,B,400.95,420.00,400.95,407.75,8308,34.28,410,
530461,SABOOSOD,X,18.95,18.95,17.22,17.63,191451,34.12,392,
533272,JWL,B,91.05,97.54,91.05,97.54,35378,33.73,593,
543748,AARTIPHARM,B,302.65,305.00,298.05,299.30,11226,33.69,1228,
514162,WELSPUNIND,A,67.84,68.70,66.60,68.70,49643,33.66,611,
539428,TEJNAKSH,B,93.00,93.00,87.10,88.97,38152,33.65,76,
536264,TIGERLOGS,X,384.90,397.00,384.00,386.75,8572,33.56,95,
538835,INTELLECT,A,450.30,456.00,450.30,451.90,7375,33.46,439,
530961,VIKASECO,B,2.81,2.98,2.77,2.86,1172054,33.41,1029,
542602,EMBASSY,IF,303.90,306.41,303.90,305.00,10907,33.31,453,
533212,GKB,X,116.75,116.75,109.35,109.35,30097,33.24,192,
513519,PITTIENG,B,295.00,299.05,294.05,297.75,11198,33.23,296,
540526,IRBINVIT,IF,67.81,68.99,67.81,68.88,48014,32.92,401,
532945,SEPC,B,13.23,14.50,13.23,14.43,231308,32.64,1155,
532779,TORNTPOWER,A,512.00,512.00,503.45,506.95,6423,32.56,446,
540064,FRETAIL,Z,3.06,3.18,2.88,3.01,1083389,32.37,1166,
532796,LUMAXTECH,B,261.70,265.60,257.00,259.20,12380,32.28,520,
501301,TATAINVEST,A,2064.95,2064.95,2023.90,2031.05,1573,32.10,378,
522249,MAYURUNIQ,B,488.00,496.35,485.20,487.20,6517,32.04,523,
590108,PSUBNKBEES,B,40.41,41.61,40.40,41.54,77563,31.99,614,
523283,SUPERHOUSE,B,229.60,264.00,229.60,257.00,12430,31.79,701,
533506,INVENTURE,B,1.90,2.19,1.90,2.10,1560022,31.63,1067,
532144,WELCORP,A,184.40,190.25,184.00,189.75,16683,31.43,538,
532482,GRANULES,A,280.05,284.70,279.90,284.25,11104,31.37,448,
540544,PSPPROJECT,A,670.55,683.75,668.55,682.40,4637,31.37,310,
543524,RAINBOW,B,737.00,740.80,725.45,732.30,4277,31.31,663,
535648,JUSTDIAL,A,580.95,586.35,574.85,582.30,5397,31.26,348,
516072,VISHNU,B,270.15,278.35,262.75,264.50,11625,31.24,1270,
543248,RBA,A,93.06,94.44,93.06,93.82,33178,31.22,574,
532610,DWARKESH,A,82.20,83.51,82.20,82.66,37449,31.05,468,
543497,BCCL,M,39.60,40.99,39.15,40.99,76800,31.04,31,
513337,GUJTLRM,X,106.50,116.45,106.50,106.50,28725,30.82,221,
500314,ORIENTHOT,B,77.02,78.80,76.76,77.11,39473,30.72,556,
532467,HAZOOR,X,91.20,92.55,89.60,92.00,33199,30.51,199,
543240,LIKHITHA,B,233.65,237.30,229.90,236.75,13032,30.49,693,
541557,FINEORG,A,4615.95,4714.45,4614.45,4643.30,651,30.41,274,
500153,GANESHBE,B,160.80,166.85,160.80,163.60,18468,30.38,913,
